CustomerId,Timestamp,Action,ProductId,Count
AAD0A0C4FA4D6434DF041B050C7FD290,"Jun 29, 2022 @ 23:52:16.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,16
6F54F56BE44C039042BA23AA6DF61FA8,"Jun 29, 2022 @ 23:51:18.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,12
CBF11CD0B6BBB345661458299B5D4860,"Jun 29, 2022 @ 23:53:38.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,12
CBF11CD0B6BBB345661458299B5D4860,"Jun 29, 2022 @ 23:53:37.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,11
2B79E880D8C8B29BC4035565CA532AEA,"Jun 16, 2022 @ 23:40:40.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,10
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:50:46.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:50:55.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:50:57.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
B16D8D13BB523692BBE68B2390E5D14C,"Jun 22, 2022 @ 23:44:39.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
B16D8D13BB523692BBE68B2390E5D14C,"Jun 22, 2022 @ 23:44:44.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
B16D8D13BB523692BBE68B2390E5D14C,"Jun 22, 2022 @ 23:44:45.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
2B79E880D8C8B29BC4035565CA532AEA,"Jun 16, 2022 @ 23:40:41.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
2B79E880D8C8B29BC4035565CA532AEA,"Jun 16, 2022 @ 23:40:43.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
8E2E5F5DF6CD2867B98464DA7C40A125,"Jun 26, 2022 @ 23:31:04.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,9
8E2E5F5DF6CD2867B98464DA7C40A125,"Jun 26, 2022 @ 23:31:06.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,9
8E2E5F5DF6CD2867B98464DA7C40A125,"Jun 26, 2022 @ 23:31:07.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,9
6F54F56BE44C039042BA23AA6DF61FA8,"Jun 29, 2022 @ 23:51:17.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
CBF11CD0B6BBB345661458299B5D4860,"Jun 29, 2022 @ 23:53:39.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
A15269883E70CA014251A1882B7476D5,"Jun 17, 2022 @ 23:45:16.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,9
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:49:54.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:49:57.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:49:59.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:50:03.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
12B6329E739654EFDDB21DBCC5018D95,"Jun 29, 2022 @ 23:50:05.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
B16D8D13BB523692BBE68B2390E5D14C,"Jun 22, 2022 @ 23:44:42.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
2B79E880D8C8B29BC4035565CA532AEA,"Jun 16, 2022 @ 23:40:39.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
2B79E880D8C8B29BC4035565CA532AEA,"Jun 16, 2022 @ 23:40:42.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
2B79E880D8C8B29BC4035565CA532AEA,"Jun 16, 2022 @ 23:40:48.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,8
8E2E5F5DF6CD2867B98464DA7C40A125,"Jun 26, 2022 @ 23:31:05.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,8
A0595BEE192806D23AE90F9DB6E7C650,"Jun 29, 2022 @ 23:27:08.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,7
A0595BEE192806D23AE90F9DB6E7C650,"Jun 29, 2022 @ 23:27:09.000",PRODUCT_VIEW,E9ADD19DECDB3B3F0C4AC4DCEBAC59CE,7
CF75A393BE2475DA27DB1E7284E300F1,"Jun 16, 2022 @ 23:52:15.000",PRODUCT_VIEW,EF5EBF0D6F94F30EE5EF827C912AA6E2,7
